customerID,churn_probability,risk_level,model_used
3714-JTVOV,0.4856,Medium,Logistic Regression
8259-DZLIZ,0.0811,Low,Logistic Regression
0442-ZXKVS,0.355,Low,Logistic Regression
7853-WNZSY,0.4622,Medium,Logistic Regression
3120-FAZKD,0.0226,Low,Logistic Regression
8606-OEGQZ,0.0641,Low,Logistic Regression
0225-ZORZP,0.8262,High,Logistic Regression
4702-IOQDC,0.8598,High,Logistic Regression
9489-JMTTN,0.0271,Low,Logistic Regression
0575-CUQOV,0.5188,Medium,Logistic Regression
0967-BMLBD,0.1805,Low,Logistic Regression
6178-KFNHS,0.7535,High,Logistic Regression
2830-LEWOA,0.2044,Low,Logistic Regression
5006-MXVRN,0.0262,Low,Logistic Regression
1264-BYWMS,0.7431,High,Logistic Regression
9658-WYUFB,0.7823,High,Logistic Regression
8327-WKMIE,0.0601,Low,Logistic Regression
6917-FIJHC,0.0132,Low,Logistic Regression
5329-KRDTM,0.0347,Low,Logistic Regression
7797-EJMDP,0.3807,Low,Logistic Regression
3530-VWVGU,0.1702,Low,Logistic Regression
2013-SGDXK,0.8265,High,Logistic Regression
6368-NWMCE,0.2988,Low,Logistic Regression
3633-CDBUW,0.3067,Low,Logistic Regression
0707-HOVVN,0.0512,Low,Logistic Regression
8580-QVLOC,0.0279,Low,Logistic Regression
3956-MGXOG,0.7753,High,Logistic Regression
9274-UARKJ,0.7505,High,Logistic Regression
4077-HWUYD,0.0405,Low,Logistic Regression
2012-NWRPA,0.9172,High,Logistic Regression
8808-ELEHO,0.8729,High,Logistic Regression
0103-CSITQ,0.3867,Low,Logistic Regression
3506-LCJDC,0.3306,Low,Logistic Regression
8671-KKKOS,0.3053,Low,Logistic Regression
7305-ZWMAJ,0.0782,Low,Logistic Regression
9518-XXBXE,0.7243,High,Logistic Regression
3934-HXCFZ,0.7549,High,Logistic Regression
6578-KRMAW,0.5681,Medium,Logistic Regression
4860-IJUDE,0.6664,Medium,Logistic Regression
7666-WKRON,0.2379,Low,Logistic Regression
9688-YGXVR,0.5742,Medium,Logistic Regression
0423-UDIJQ,0.4807,Medium,Logistic Regression
1945-XISKS,0.0091,Low,Logistic Regression
4910-AQFFX,0.7676,High,Logistic Regression
2154-KVJFF,0.8119,High,Logistic Regression
5360-LJCNJ,0.2274,Low,Logistic Regression
2607-FBDFF,0.5031,Medium,Logistic Regression
9647-ERGBE,0.8208,High,Logistic Regression
3428-XZMAZ,0.8666,High,Logistic Regression
1100-DDVRV,0.7283,High,Logistic Regression
0378-TOVMS,0.784,High,Logistic Regression
4355-HBJHH,0.0887,Low,Logistic Regression
6728-WYQBC,0.3714,Low,Logistic Regression
9058-CBREO,0.6739,Medium,Logistic Regression
9029-FEGVJ,0.6441,Medium,Logistic Regression
7216-KAOID,0.0421,Low,Logistic Regression
0318-QUUOB,0.8876,High,Logistic Regression
6145-NNPNO,0.5824,Medium,Logistic Regression
5520-FVEWJ,0.7871,High,Logistic Regression
5339-TJFEK,0.5576,Medium,Logistic Regression
5572-ZDXHY,0.7248,High,Logistic Regression
2074-GUHPQ,0.5801,Medium,Logistic Regression
4625-XMOYM,0.0104,Low,Logistic Regression
5827-MWCZK,0.4164,Medium,Logistic Regression
1385-TQOZW,0.3649,Low,Logistic Regression
5914-XRFQB,0.1348,Low,Logistic Regression
4329-YPDDQ,0.6314,Medium,Logistic Regression
4804-NCPET,0.0536,Low,Logistic Regression
3750-CKVKH,0.8687,High,Logistic Regression
5944-UGLLK,0.1664,Low,Logistic Regression
8063-GBATB,0.8447,High,Logistic Regression
7787-BNTZM,0.3298,Low,Logistic Regression
2252-ISRNH,0.7444,High,Logistic Regression
9415-TPKRV,0.573,Medium,Logistic Regression
5322-TEUJK,0.0803,Low,Logistic Regression
4547-KQRTM,0.7731,High,Logistic Regression
4877-EVATK,0.3912,Low,Logistic Regression
1866-DIOQZ,0.0589,Low,Logistic Regression
8375-KVTHK,0.3425,Low,Logistic Regression
2697-NQBPF,0.769,High,Logistic Regression
3709-OIJEA,0.4552,Medium,Logistic Regression
7639-SUPCW,0.3743,Low,Logistic Regression
1386-ZIKUV,0.4188,Medium,Logistic Regression
0599-XNYDO,0.7036,High,Logistic Regression
6377-WHAOX,0.7028,High,Logistic Regression
6855-VLGOS,0.0083,Low,Logistic Regression
8999-XXGNS,0.3994,Low,Logistic Regression
8746-OQQRW,0.4161,Medium,Logistic Regression
3181-MIZBN,0.2816,Low,Logistic Regression
0471-ARVMX,0.4879,Medium,Logistic Regression
7766-CLTIC,0.5616,Medium,Logistic Regression
5650-YLIBA,0.7355,High,Logistic Regression
0825-CPPQH,0.0073,Low,Logistic Regression
9084-OAYKL,0.0131,Low,Logistic Regression
6122-LJADA,0.0388,Low,Logistic Regression
2400-XIWIO,0.0486,Low,Logistic Regression
7524-VRLPL,0.0322,Low,Logistic Regression
1069-XAIEM,0.9205,High,Logistic Regression
7569-NMZYQ,0.1024,Low,Logistic Regression
5201-USSQZ,0.5583,Medium,Logistic Regression
2105-PHWON,0.6525,Medium,Logistic Regression
1494-EJZDW,0.0747,Low,Logistic Regression
4884-TVUQF,0.1171,Low,Logistic Regression
8003-EWNDZ,0.4479,Medium,Logistic Regression
1897-RCFUM,0.0827,Low,Logistic Regression
9256-JTBNZ,0.2778,Low,Logistic Regression
4658-HCOHW,0.7437,High,Logistic Regression
2211-RMNHO,0.039,Low,Logistic Regression
2432-TFSMK,0.6612,Medium,Logistic Regression
3440-JPSCL,0.8007,High,Logistic Regression
4929-ROART,0.3908,Low,Logistic Regression
1834-ABKHQ,0.0975,Low,Logistic Regression
1741-WTPON,0.1171,Low,Logistic Regression
3932-IJWDZ,0.6719,Medium,Logistic Regression
1240-HCBOH,0.0163,Low,Logistic Regression
3594-KADLU,0.5149,Medium,Logistic Regression
8065-BVEPF,0.5619,Medium,Logistic Regression
3796-ENZGF,0.0475,Low,Logistic Regression
1734-ZMNTZ,0.0906,Low,Logistic Regression
2853-CWQFQ,0.598,Medium,Logistic Regression
0813-TAXXS,0.1368,Low,Logistic Regression
2519-TWKFS,0.2374,Low,Logistic Regression
2889-FPWRM,0.2391,Low,Logistic Regression
0626-QXNGV,0.0134,Low,Logistic Regression
6723-CEGQI,0.0296,Low,Logistic Regression
6987-XQSJT,0.6205,Medium,Logistic Regression
4732-RRJZC,0.2854,Low,Logistic Regression
9499-XPZXM,0.0157,Low,Logistic Regression
4338-EYCER,0.4697,Medium,Logistic Regression
3007-FDPEA,0.436,Medium,Logistic Regression
6350-XFYGW,0.9134,High,Logistic Regression
4290-BSXUX,0.7859,High,Logistic Regression
8513-OLYGY,0.0984,Low,Logistic Regression
0311-QYWSS,0.6121,Medium,Logistic Regression
8705-DWKTI,0.5502,Medium,Logistic Regression
8755-IWJHN,0.5076,Medium,Logistic Regression
0325-XBFAC,0.8894,High,Logistic Regression
4480-QQRHC,0.7921,High,Logistic Regression
0929-PECLO,0.5677,Medium,Logistic Regression
3680-CTHUH,0.2849,Low,Logistic Regression
1202-KKGFU,0.3076,Low,Logistic Regression
6112-KTHFQ,0.3497,Low,Logistic Regression
1852-XEMDW,0.3305,Low,Logistic Regression
2462-XIIJB,0.8869,High,Logistic Regression
4760-XOHVN,0.3387,Low,Logistic Regression
1820-DJFPH,0.0106,Low,Logistic Regression
9426-SXNHE,0.3721,Low,Logistic Regression
9068-FHQHD,0.0208,Low,Logistic Regression
1269-FOYWN,0.0367,Low,Logistic Regression
9470-YFUYI,0.0536,Low,Logistic Regression
7817-BOQPW,0.8814,High,Logistic Regression
7402-EYFXX,0.888,High,Logistic Regression
1853-UDXBW,0.837,High,Logistic Regression
9895-VFOXH,0.7097,High,Logistic Regression
5458-CQJTA,0.0362,Low,Logistic Regression
1230-QAJDW,0.6792,Medium,Logistic Regression
5701-ZIKJE,0.4766,Medium,Logistic Regression
5219-YIPTK,0.8245,High,Logistic Regression
5032-MIYKT,0.8091,High,Logistic Regression
7396-VJUZB,0.5124,Medium,Logistic Regression
9717-QEBGU,0.8591,High,Logistic Regression
5172-RKOCB,0.1343,Low,Logistic Regression
6509-TSGWN,0.1198,Low,Logistic Regression
3540-RZJYU,0.6967,Medium,Logistic Regression
3178-CIFOT,0.1369,Low,Logistic Regression
2091-MJTFX,0.4109,Medium,Logistic Regression
4530-NDRKU,0.0788,Low,Logistic Regression
5985-TBABQ,0.255,Low,Logistic Regression
9800-ONTFE,0.6806,Medium,Logistic Regression
6743-HHQPF,0.381,Low,Logistic Regression
8455-HIRAQ,0.529,Medium,Logistic Regression
6616-AALSR,0.1704,Low,Logistic Regression
0883-EIBTI,0.3772,Low,Logistic Regression
9415-ZNBSX,0.0396,Low,Logistic Regression
4018-KJYUY,0.1646,Low,Logistic Regression
0722-TROQR,0.8929,High,Logistic Regression
7571-YXDAD,0.7837,High,Logistic Regression
3884-UEBXB,0.0173,Low,Logistic Regression
8780-RSYYU,0.2356,Low,Logistic Regression
5537-UXXVS,0.215,Low,Logistic Regression
1791-PQHBB,0.5385,Medium,Logistic Regression
8701-DGLVH,0.0176,Low,Logistic Regression
8741-LQOBK,0.1486,Low,Logistic Regression
3393-FMZPV,0.8466,High,Logistic Regression
8082-GHXOP,0.4406,Medium,Logistic Regression
6402-ZFPPI,0.7736,High,Logistic Regression
0980-FEXWF,0.1791,Low,Logistic Regression
7486-KSRVI,0.5912,Medium,Logistic Regression
3011-WQKSZ,0.32,Low,Logistic Regression
8443-WVPSS,0.8299,High,Logistic Regression
3006-XIMLN,0.8685,High,Logistic Regression
8218-FFJDS,0.0417,Low,Logistic Regression
1986-PHGZF,0.481,Medium,Logistic Regression
9965-YOKZB,0.9087,High,Logistic Regression
0504-HHAPI,0.7334,High,Logistic Regression
9360-OMDZZ,0.8783,High,Logistic Regression
6305-YLBMM,0.2658,Low,Logistic Regression
0345-XMMUG,0.2805,Low,Logistic Regression
8024-XNAFQ,0.1025,Low,Logistic Regression
3647-GMGDH,0.785,High,Logistic Regression
2988-GBIVW,0.5351,Medium,Logistic Regression
2832-SCUCO,0.4597,Medium,Logistic Regression
7036-ZZKBD,0.3758,Low,Logistic Regression
3791-LGQCY,0.6961,Medium,Logistic Regression
0265-PSUAE,0.6072,Medium,Logistic Regression
0463-TXOAK,0.0169,Low,Logistic Regression
0594-UFTUL,0.3045,Low,Logistic Regression
9509-MPYOD,0.0645,Low,Logistic Regression
9128-CPXKI,0.248,Low,Logistic Regression
0129-KPTWJ,0.595,Medium,Logistic Regression
8166-ZZTFS,0.1086,Low,Logistic Regression
5855-EIBDE,0.1104,Low,Logistic Regression
5365-LLFYV,0.652,Medium,Logistic Regression
5956-YHHRX,0.8846,High,Logistic Regression
6008-NAIXK,0.3522,Low,Logistic Regression
2956-GGUCQ,0.7602,High,Logistic Regression
1928-BXYIV,0.5856,Medium,Logistic Regression
5760-FXFVO,0.7599,High,Logistic Regression
6595-COKXZ,0.6703,Medium,Logistic Regression
0961-ZWLVI,0.3614,Low,Logistic Regression
5181-OABFK,0.0273,Low,Logistic Regression
4007-NHVHI,0.5781,Medium,Logistic Regression
7816-VGHTO,0.1726,Low,Logistic Regression
5871-DGTXZ,0.0766,Low,Logistic Regression
7550-WIQVA,0.4664,Medium,Logistic Regression
7544-ZVIKX,0.3505,Low,Logistic Regression
0016-QLJIS,0.0464,Low,Logistic Regression
7508-DQAKK,0.058,Low,Logistic Regression
5176-OLSKT,0.0238,Low,Logistic Regression
9356-AXGMP,0.5416,Medium,Logistic Regression
3556-BVQGL,0.1603,Low,Logistic Regression
0362-ZBZWJ,0.7907,High,Logistic Regression
8979-CAMGB,0.4451,Medium,Logistic Regression
4211-MMAZN,0.3892,Low,Logistic Regression
7581-EBBOU,0.0892,Low,Logistic Regression
4274-OWWYO,0.8466,High,Logistic Regression
5073-RZGBK,0.0938,Low,Logistic Regression
1541-ETJZO,0.5373,Medium,Logistic Regression
2192-CKRLV,0.0572,Low,Logistic Regression
3154-HMWUU,0.0162,Low,Logistic Regression
6119-SPUDB,0.0453,Low,Logistic Regression
6522-OIQSX,0.0668,Low,Logistic Regression
7813-ZGGAW,0.6866,Medium,Logistic Regression
8748-HFWBO,0.1042,Low,Logistic Regression
1052-QJIBV,0.0057,Low,Logistic Regression
1319-YLZJG,0.7142,High,Logistic Regression
4106-HADHQ,0.1098,Low,Logistic Regression
0723-FDLAY,0.2353,Low,Logistic Regression
3050-RLLXC,0.0281,Low,Logistic Regression
9298-WGMRW,0.1296,Low,Logistic Regression
2369-UAPKZ,0.8307,High,Logistic Regression
3088-LHEFH,0.726,High,Logistic Regression
2778-OCLGR,0.4999,Medium,Logistic Regression
6583-KQJLK,0.8697,High,Logistic Regression
8544-JNBOX,0.0102,Low,Logistic Regression
6681-ZSEXG,0.0514,Low,Logistic Regression
6139-ZZRBQ,0.0156,Low,Logistic Regression
6116-RFVHN,0.8361,High,Logistic Regression
0637-KVDLV,0.8813,High,Logistic Regression
8884-FEEWR,0.0643,Low,Logistic Regression
3125-RAHBV,0.1069,Low,Logistic Regression
6633-MPWBS,0.6437,Medium,Logistic Regression
0373-AIVNJ,0.3212,Low,Logistic Regression
8785-EPNCG,0.3506,Low,Logistic Regression
1682-VCOIO,0.1074,Low,Logistic Regression
5729-KLZAR,0.8008,High,Logistic Regression
2072-ZVJJX,0.0114,Low,Logistic Regression
8849-AYPTR,0.7438,High,Logistic Regression
9518-IMLHK,0.2739,Low,Logistic Regression
1582-RAFML,0.5253,Medium,Logistic Regression
3646-ITDGM,0.0132,Low,Logistic Regression
8740-CRYFY,0.8913,High,Logistic Regression
3569-VLDHH,0.0666,Low,Logistic Regression
8224-KDLKN,0.0076,Low,Logistic Regression
7594-LZNWR,0.5547,Medium,Logistic Regression
4001-TSBTV,0.5105,Medium,Logistic Regression
2962-XPMCQ,0.7372,High,Logistic Regression
8727-XDPUD,0.1405,Low,Logistic Regression
1043-UXOVO,0.1343,Low,Logistic Regression
1064-FBXNK,0.1924,Low,Logistic Regression
3996-ZNWYK,0.0069,Low,Logistic Regression
2878-DHMIN,0.0769,Low,Logistic Regression
7762-ONLJY,0.1644,Low,Logistic Regression
1678-FYZOW,0.8805,High,Logistic Regression
5795-BKOYE,0.0296,Low,Logistic Regression
8627-EHGIP,0.3279,Low,Logistic Regression
7402-PWYJJ,0.4424,Medium,Logistic Regression
5480-TBGPH,0.7555,High,Logistic Regression
0018-NYROU,0.851,High,Logistic Regression
7501-VTYLJ,0.4687,Medium,Logistic Regression
7608-RGIRO,0.0166,Low,Logistic Regression
0480-BIXDE,0.845,High,Logistic Regression
5895-QSXOD,0.7138,High,Logistic Regression
9814-AOUDH,0.0158,Low,Logistic Regression
6175-IRFIT,0.7925,High,Logistic Regression
8760-ZRHKE,0.0815,Low,Logistic Regression
1622-HSHSF,0.4691,Medium,Logistic Regression
8854-CCVSQ,0.8015,High,Logistic Regression
6749-UTDVX,0.3129,Low,Logistic Regression
5542-DHSXL,0.4241,Medium,Logistic Regression
9102-OXKFY,0.0495,Low,Logistic Regression
0511-JTEOY,0.7494,High,Logistic Regression
5216-WASFJ,0.8336,High,Logistic Regression
7808-DVWEP,0.3627,Low,Logistic Regression
7067-KSAZT,0.5414,Medium,Logistic Regression
2284-VFLKH,0.4004,Medium,Logistic Regression
0366-NQSHS,0.3867,Low,Logistic Regression
6532-YLWSI,0.0298,Low,Logistic Regression
3807-BPOMJ,0.4316,Medium,Logistic Regression
3892-NXAZG,0.1131,Low,Logistic Regression
4948-WBBKL,0.6727,Medium,Logistic Regression
4182-BGSIQ,0.3143,Low,Logistic Regression
9300-AGZNL,0.9391,High,Logistic Regression
0988-AADSA,0.0181,Low,Logistic Regression
9972-NKTFD,0.2397,Low,Logistic Regression
3717-LNXKW,0.5228,Medium,Logistic Regression
5734-EJKXG,0.3545,Low,Logistic Regression
2207-RYYRL,0.0188,Low,Logistic Regression
6729-FZWSY,0.0253,Low,Logistic Regression
9695-IDRZR,0.2102,Low,Logistic Regression
8144-DGHXP,0.0624,Low,Logistic Regression
7814-LEEVE,0.4542,Medium,Logistic Regression
1112-CUNAO,0.8301,High,Logistic Regression
5175-AOBHI,0.6337,Medium,Logistic Regression
5174-RNGBH,0.4395,Medium,Logistic Regression
8631-WUXGY,0.6574,Medium,Logistic Regression
7270-BDIOA,0.7919,High,Logistic Regression
9565-JSNFM,0.3796,Low,Logistic Regression
5906-DVAPM,0.08,Low,Logistic Regression
6654-QGBZZ,0.3844,Low,Logistic Regression
8348-JLBUG,0.1383,Low,Logistic Regression
0607-DAAHE,0.0125,Low,Logistic Regression
5641-DMBFJ,0.1058,Low,Logistic Regression
9200-NLNPD,0.2001,Low,Logistic Regression
2664-XJZNO,0.09,Low,Logistic Regression
9732-KPKBW,0.581,Medium,Logistic Regression
3339-EAQNV,0.4228,Medium,Logistic Regression
0921-OHLVP,0.8089,High,Logistic Regression
3389-YGYAI,0.9062,High,Logistic Regression
9560-ARGQJ,0.791,High,Logistic Regression
8350-NYMVI,0.2265,Low,Logistic Regression
1600-DILPE,0.5565,Medium,Logistic Regression
0536-ESJEP,0.078,Low,Logistic Regression
4654-GGUII,0.2453,Low,Logistic Regression
6478-HRRCZ,0.1153,Low,Logistic Regression
8510-BBWMU,0.0716,Low,Logistic Regression
6857-TKDJV,0.0095,Low,Logistic Regression
2360-RDGRO,0.6336,Medium,Logistic Regression
0584-BJQGZ,0.3565,Low,Logistic Regression
5134-IKDAY,0.8335,High,Logistic Regression
1360-XFJMR,0.3298,Low,Logistic Regression
3070-DVEYC,0.8047,High,Logistic Regression
5730-RIITO,0.294,Low,Logistic Regression
9058-MJLZC,0.7788,High,Logistic Regression
5707-ORNDZ,0.6072,Medium,Logistic Regression
0902-XKXPN,0.0064,Low,Logistic Regression
5177-RVZNU,0.0464,Low,Logistic Regression
0056-EPFBG,0.1192,Low,Logistic Regression
8993-IZEUX,0.7213,High,Logistic Regression
8696-JKZNU,0.7439,High,Logistic Regression
5380-AFSSK,0.8911,High,Logistic Regression
8190-ZTQFB,0.4474,Medium,Logistic Regression
0931-MHTEM,0.3064,Low,Logistic Regression
2055-PDADH,0.8689,High,Logistic Regression
7515-LODFU,0.0091,Low,Logistic Regression
0440-UEDAI,0.2686,Low,Logistic Regression
1337-BOZWO,0.318,Low,Logistic Regression
0868-VJRDR,0.1196,Low,Logistic Regression
8714-EUHJO,0.7494,High,Logistic Regression
6344-SFJVH,0.5096,Medium,Logistic Regression
3950-VPYJB,0.0332,Low,Logistic Regression
8041-TMEID,0.1841,Low,Logistic Regression
7321-ZNSLA,0.1035,Low,Logistic Regression
6941-KXRRV,0.1946,Low,Logistic Regression
3721-CNEYS,0.8522,High,Logistic Regression
8727-JQFHV,0.0109,Low,Logistic Regression
9475-NNDGC,0.299,Low,Logistic Regression
1355-KUSBG,0.6344,Medium,Logistic Regression
3688-FTHLT,0.6291,Medium,Logistic Regression
0899-LIIBW,0.7919,High,Logistic Regression
2568-OIADY,0.8314,High,Logistic Regression
1384-RCUXW,0.7505,High,Logistic Regression
5825-XJOCM,0.0966,Low,Logistic Regression
6848-YLDFR,0.1087,Low,Logistic Regression
8125-QPFJD,0.049,Low,Logistic Regression
2320-YKQBO,0.3309,Low,Logistic Regression
1193-RTSLK,0.439,Medium,Logistic Regression
2302-ANTDP,0.5514,Medium,Logistic Regression
5923-GXUOC,0.8152,High,Logistic Regression
4973-RLZVI,0.1119,Low,Logistic Regression
7869-ZYDST,0.5397,Medium,Logistic Regression
4501-UYKBC,0.2208,Low,Logistic Regression
1215-EXRMO,0.0188,Low,Logistic Regression
2305-MRGLV,0.4704,Medium,Logistic Regression
8404-VIOMB,0.0519,Low,Logistic Regression
5233-GEEAX,0.8067,High,Logistic Regression
2359-KLTEK,0.6336,Medium,Logistic Regression
5304-EFJLP,0.1987,Low,Logistic Regression
2673-ZALNP,0.19,Low,Logistic Regression
9184-GALIL,0.0937,Low,Logistic Regression
4393-RYCRE,0.4585,Medium,Logistic Regression
9746-MDMBK,0.3137,Low,Logistic Regression
3162-ZJZFU,0.4529,Medium,Logistic Regression
8404-GFGCZ,0.7386,High,Logistic Regression
8875-AKBYH,0.8746,High,Logistic Regression
4432-ADRLB,0.5889,Medium,Logistic Regression
0533-UCAAU,0.1917,Low,Logistic Regression
1394-SUIUH,0.4473,Medium,Logistic Regression
3521-MNKLV,0.462,Medium,Logistic Regression
2533-TIBIX,0.4961,Medium,Logistic Regression
8993-PHFWD,0.7553,High,Logistic Regression
1565-RHDJD,0.6943,Medium,Logistic Regression
7137-RYLPP,0.8055,High,Logistic Regression
3765-JXVKY,0.8408,High,Logistic Regression
5092-STPKP,0.2112,Low,Logistic Regression
7330-WZLNC,0.8778,High,Logistic Regression
0114-PEGZZ,0.7571,High,Logistic Regression
3359-DSRKA,0.0146,Low,Logistic Regression
8639-NHQEI,0.0935,Low,Logistic Regression
7161-DFHUF,0.0105,Low,Logistic Regression
3957-LXOLK,0.8584,High,Logistic Regression
3720-DBRWL,0.0636,Low,Logistic Regression
6635-MYYYZ,0.1414,Low,Logistic Regression
8565-WUXZU,0.0573,Low,Logistic Regression
5281-BUZGT,0.7356,High,Logistic Regression
4994-OBRSZ,0.0742,Low,Logistic Regression
0562-FGDCR,0.0187,Low,Logistic Regression
2436-QBZFP,0.5703,Medium,Logistic Regression
3420-YJLQT,0.8232,High,Logistic Regression
6040-CGACY,0.2582,Low,Logistic Regression
6582-PLFUU,0.0141,Low,Logistic Regression
8242-PDSGJ,0.0241,Low,Logistic Regression
0264-CNITK,0.0057,Low,Logistic Regression
0089-IIQKO,0.6336,Medium,Logistic Regression
7839-NUIAA,0.1303,Low,Logistic Regression
6075-QMNRR,0.1635,Low,Logistic Regression
5378-IKEEG,0.852,High,Logistic Regression
5966-EMAZU,0.3095,Low,Logistic Regression
0440-EKDCF,0.0323,Low,Logistic Regression
4774-HHGGS,0.0447,Low,Logistic Regression
2718-GAXQD,0.6221,Medium,Logistic Regression
2055-BFOCC,0.1026,Low,Logistic Regression
8180-AKMJV,0.6577,Medium,Logistic Regression
4298-OYIFC,0.8658,High,Logistic Regression
5566-SOEZD,0.2952,Low,Logistic Regression
9842-EFSYY,0.6895,Medium,Logistic Regression
2272-WUSPA,0.2186,Low,Logistic Regression
4584-LBNMK,0.0678,Low,Logistic Regression
3898-GUYTS,0.6065,Medium,Logistic Regression
0930-EHUZA,0.1236,Low,Logistic Regression
6413-XKKPU,0.7235,High,Logistic Regression
9975-SKRNR,0.4002,Medium,Logistic Regression
3703-KBKZP,0.8032,High,Logistic Regression
1449-XQEMT,0.4538,Medium,Logistic Regression
2626-URJFX,0.7232,High,Logistic Regression
4973-MGTON,0.0348,Low,Logistic Regression
3682-YEUWS,0.3928,Low,Logistic Regression
1223-UNPKS,0.0517,Low,Logistic Regression
2612-RRIDN,0.8753,High,Logistic Regression
4735-ASGMA,0.8699,High,Logistic Regression
3446-QDSZF,0.5988,Medium,Logistic Regression
3669-LVWZB,0.7983,High,Logistic Regression
6892-EZDTG,0.8795,High,Logistic Regression
5117-IFGPS,0.8452,High,Logistic Regression
7379-FNIUJ,0.7955,High,Logistic Regression
1627-AFWVJ,0.0434,Low,Logistic Regression
9725-SCPZG,0.8863,High,Logistic Regression
5884-GCYMI,0.766,High,Logistic Regression
3217-FZDMN,0.8597,High,Logistic Regression
4486-EFAEB,0.4297,Medium,Logistic Regression
0060-FUALY,0.541,Medium,Logistic Regression
7853-GVUDZ,0.3988,Low,Logistic Regression
7480-QNVZJ,0.8002,High,Logistic Regression
6954-OOYZZ,0.5176,Medium,Logistic Regression
7088-FBAWU,0.3844,Low,Logistic Regression
8313-AFGBW,0.1406,Low,Logistic Regression
3943-KDREE,0.7023,High,Logistic Regression
9239-ZBZZV,0.8658,High,Logistic Regression
3097-IDVPU,0.4244,Medium,Logistic Regression
4398-HSCJH,0.7524,High,Logistic Regression
2197-OMWGI,0.1198,Low,Logistic Regression
2303-PJYHN,0.3673,Low,Logistic Regression
9795-VOWON,0.5562,Medium,Logistic Regression
1237-WIYYZ,0.3017,Low,Logistic Regression
1987-AUELQ,0.01,Low,Logistic Regression
7852-LECYP,0.7117,High,Logistic Regression
4430-UZIPO,0.6413,Medium,Logistic Regression
4822-LPTYJ,0.2256,Low,Logistic Regression
8165-CBKXO,0.0731,Low,Logistic Regression
6527-PZFPV,0.1081,Low,Logistic Regression
